,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Audio/Video Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Audio/Video URL
87,Metropolitan Transportation Commission,2/13/2019,,9:30 AM,Board Room - 1st Floor*** SPECIAL COMMISSION MEETING ***,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=673726&GUID=14568651-3228-4215-A7AE-EAFDFD5EFE3C,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=673726&GUID=14568651-3228-4215-A7AE-EAFDFD5EFE3C&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=673726&GUID=14568651-3228-4215-A7AE-EAFDFD5EFE3C,https://mtc.legistar.com/View.ashx?M=M&ID=673726&GUID=14568651-3228-4215-A7AE-EAFDFD5EFE3C,https://mtc.legistar.com/#
88,Executive Committee,2/8/2019,,9:45 AM,Claremont Conference Room – 1st Floor,Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=676532&GUID=FFAEFC87-9206-4D57-B28A-E23B2A51E58B,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=676532&GUID=FFAEFC87-9206-4D57-B28A-E23B2A51E58B&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=676532&GUID=FFAEFC87-9206-4D57-B28A-E23B2A51E58B,,
89,Operations Committee,2/8/2019,,9:40 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=669872&GUID=1444E0F9-820B-4DD4-8032-84CA0AC8EFAB,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=669872&GUID=1444E0F9-820B-4DD4-8032-84CA0AC8EFAB&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=669872&GUID=1444E0F9-820B-4DD4-8032-84CA0AC8EFAB,https://mtc.legistar.com/View.ashx?M=M&ID=669872&GUID=1444E0F9-820B-4DD4-8032-84CA0AC8EFAB,https://mtc.legistar.com/#
90,Joint MTC Legislation Committee and ABAG Legislation Committee,2/8/2019,,9:35 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=669628&GUID=DE627CDB-9E4B-4733-9607-AF7DB4950D39,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=669628&GUID=DE627CDB-9E4B-4733-9607-AF7DB4950D39&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=669628&GUID=DE627CDB-9E4B-4733-9607-AF7DB4950D39,https://mtc.legistar.com/View.ashx?M=M&ID=669628&GUID=DE627CDB-9E4B-4733-9607-AF7DB4950D39,https://mtc.legistar.com/#
91,ABAG Legislation Committee,2/8/2019,,9:35 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=676104&GUID=008D1CF0-5FF3-400E-82CB-23B0DEF2B516,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=676104&GUID=008D1CF0-5FF3-400E-82CB-23B0DEF2B516&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=676104&GUID=008D1CF0-5FF3-400E-82CB-23B0DEF2B516,https://mtc.legistar.com/View.ashx?M=M&ID=676104&GUID=008D1CF0-5FF3-400E-82CB-23B0DEF2B516,https://mtc.legistar.com/#
92,Joint MTC Planning Committee with the ABAG Administrative Committee,2/8/2019,,9:30 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=669871&GUID=F1648AE8-F197-4355-8F57-F274BC7B2CC0,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=669871&GUID=F1648AE8-F197-4355-8F57-F274BC7B2CC0&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=669871&GUID=F1648AE8-F197-4355-8F57-F274BC7B2CC0,https://mtc.legistar.com/View.ashx?M=M&ID=669871&GUID=F1648AE8-F197-4355-8F57-F274BC7B2CC0,https://mtc.legistar.com/#
93,ABAG Administrative Committee,2/8/2019,,9:30 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=673601&GUID=61F11FA9-FA74-41B6-8CBB-F273D9379A2F,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=673601&GUID=61F11FA9-FA74-41B6-8CBB-F273D9379A2F&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=673601&GUID=61F11FA9-FA74-41B6-8CBB-F273D9379A2F,https://mtc.legistar.com/View.ashx?M=M&ID=673601&GUID=61F11FA9-FA74-41B6-8CBB-F273D9379A2F,https://mtc.legistar.com/#
94,ABAG Regional Planning Committee,2/6/2019,,1:00 PM,Yerba Buena - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=670694&GUID=EB4BF1CC-DB7E-4C5D-8EB4-47FC8B8B222B,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=670694&GUID=EB4BF1CC-DB7E-4C5D-8EB4-47FC8B8B222B&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=670694&GUID=EB4BF1CC-DB7E-4C5D-8EB4-47FC8B8B222B,https://mtc.legistar.com/View.ashx?M=M&ID=670694&GUID=EB4BF1CC-DB7E-4C5D-8EB4-47FC8B8B222B,https://mtc.legistar.com/#
95,Regional Advisory Working Group,2/5/2019,,9:30 AM,Yerba Buena - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=669646&GUID=093BB63C-7CEA-40CF-AD50-73A4C7C40573,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=669646&GUID=093BB63C-7CEA-40CF-AD50-73A4C7C40573&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=669646&GUID=093BB63C-7CEA-40CF-AD50-73A4C7C40573,https://mtc.legistar.com/View.ashx?M=M&ID=669646&GUID=093BB63C-7CEA-40CF-AD50-73A4C7C40573,https://mtc.legistar.com/#
96,Metropolitan Transportation Commission,1/23/2019,,9:40 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=663064&GUID=DB968A47-1859-4AAA-8629-3CFED06246A9,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=663064&GUID=DB968A47-1859-4AAA-8629-3CFED06246A9&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=663064&GUID=DB968A47-1859-4AAA-8629-3CFED06246A9,https://mtc.legistar.com/View.ashx?M=M&ID=663064&GUID=DB968A47-1859-4AAA-8629-3CFED06246A9,https://mtc.legistar.com/#
97,Bay Area Infrastructure Financing Authority,1/23/2019,,9:35 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=663063&GUID=EC335DB6-F477-4B31-ABF6-A263BB28E75D,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=663063&GUID=EC335DB6-F477-4B31-ABF6-A263BB28E75D&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=663063&GUID=EC335DB6-F477-4B31-ABF6-A263BB28E75D,https://mtc.legistar.com/View.ashx?M=M&ID=663063&GUID=EC335DB6-F477-4B31-ABF6-A263BB28E75D,https://mtc.legistar.com/#
98,Bay Area Toll Authority,1/23/2019,,9:30 AM,Board Room – 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=663062&GUID=5E17F652-FB40-436A-A783-333858F3D485,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=663062&GUID=5E17F652-FB40-436A-A783-333858F3D485&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=663062&GUID=5E17F652-FB40-436A-A783-333858F3D485,https://mtc.legistar.com/View.ashx?M=M&ID=663062&GUID=5E17F652-FB40-436A-A783-333858F3D485,https://mtc.legistar.com/#
99,ABAG Executive Board,1/17/2019,,7:00 PM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=654643&GUID=0D82FC69-144A-4C76-8337-8CC88099F36D,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=654643&GUID=0D82FC69-144A-4C76-8337-8CC88099F36D&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=654643&GUID=0D82FC69-144A-4C76-8337-8CC88099F36D,https://mtc.legistar.com/View.ashx?M=M&ID=654643&GUID=0D82FC69-144A-4C76-8337-8CC88099F36D,https://mtc.legistar.com/#
0,ABAG Finance Committee,1/17/2019,,5:05 PM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=654611&GUID=52DD092B-03FD-4909-A106-D662C66AA46D,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=654611&GUID=52DD092B-03FD-4909-A106-D662C66AA46D&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=654611&GUID=52DD092B-03FD-4909-A106-D662C66AA46D,https://mtc.legistar.com/View.ashx?M=M&ID=654611&GUID=52DD092B-03FD-4909-A106-D662C66AA46D,https://mtc.legistar.com/#
1,ABAG Legislation Committee,1/17/2019,,5:00 PM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=640058&GUID=908578CA-1A8E-4583-87BE-E224D57E091F,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=640058&GUID=908578CA-1A8E-4583-87BE-E224D57E091F&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=640058&GUID=908578CA-1A8E-4583-87BE-E224D57E091F,https://mtc.legistar.com/View.ashx?M=M&ID=640058&GUID=908578CA-1A8E-4583-87BE-E224D57E091F,https://mtc.legistar.com/#
2,Legislation Committee,1/11/2019,,9:40 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=654590&GUID=2BAEAA5F-63E1-43CE-88AC-C8CE92A86C38,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=654590&GUID=2BAEAA5F-63E1-43CE-88AC-C8CE92A86C38&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=654590&GUID=2BAEAA5F-63E1-43CE-88AC-C8CE92A86C38,https://mtc.legistar.com/View.ashx?M=M&ID=654590&GUID=2BAEAA5F-63E1-43CE-88AC-C8CE92A86C38,https://mtc.legistar.com/#
3,Operations Committee,1/11/2019,,9:35 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=654589&GUID=31B3D6C7-2975-4B23-B86E-41C6B2705563,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=654589&GUID=31B3D6C7-2975-4B23-B86E-41C6B2705563&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=654589&GUID=31B3D6C7-2975-4B23-B86E-41C6B2705563,https://mtc.legistar.com/View.ashx?M=M&ID=654589&GUID=31B3D6C7-2975-4B23-B86E-41C6B2705563,https://mtc.legistar.com/#
4,Joint MTC Planning Committee with the ABAG Administrative Committee,1/11/2019,,9:30 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=654591&GUID=0F6316C8-5B64-4282-AAA5-E4CF94CB1509,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=654591&GUID=0F6316C8-5B64-4282-AAA5-E4CF94CB1509&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=654591&GUID=0F6316C8-5B64-4282-AAA5-E4CF94CB1509,https://mtc.legistar.com/View.ashx?M=M&ID=654591&GUID=0F6316C8-5B64-4282-AAA5-E4CF94CB1509,https://mtc.legistar.com/#
5,ABAG Administrative Committee,1/11/2019,,9:30 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=658994&GUID=9B1B1347-293F-4F38-BD66-FA9C69A55E79,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=658994&GUID=9B1B1347-293F-4F38-BD66-FA9C69A55E79&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=658994&GUID=9B1B1347-293F-4F38-BD66-FA9C69A55E79,https://mtc.legistar.com/View.ashx?M=M&ID=658994&GUID=9B1B1347-293F-4F38-BD66-FA9C69A55E79,https://mtc.legistar.com/#
6,ABAG Regional Planning Committee,1/10/2019,,1:00 PM,Yerba Buena - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=654394&GUID=913F7231-B7B5-48E5-9680-46767A211859,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=654394&GUID=913F7231-B7B5-48E5-9680-46767A211859&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=654394&GUID=913F7231-B7B5-48E5-9680-46767A211859,https://mtc.legistar.com/View.ashx?M=M&ID=654394&GUID=913F7231-B7B5-48E5-9680-46767A211859,https://mtc.legistar.com/#
7,Policy Advisory Council,1/9/2019,,1:30 PM,Yerba Buena - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=654588&GUID=B94EB70F-033D-469D-B639-295C9F5458E3,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=654588&GUID=B94EB70F-033D-469D-B639-295C9F5458E3&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=654588&GUID=B94EB70F-033D-469D-B639-295C9F5458E3,https://mtc.legistar.com/View.ashx?M=M&ID=654588&GUID=B94EB70F-033D-469D-B639-295C9F5458E3,https://mtc.legistar.com/#
8,Metropolitan Transportation Commission,1/9/2019,,11:00 AM,Board Room - 1st Floor,Meeting details,Agenda,Not available,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=656996&GUID=30A76CFA-C8B9-4D22-AA88-2F53E069771C,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=656996&GUID=30A76CFA-C8B9-4D22-AA88-2F53E069771C&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=656996&GUID=30A76CFA-C8B9-4D22-AA88-2F53E069771C,,https://mtc.legistar.com/#
9,Programming and Allocations Committee,1/9/2019,,9:40 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=656995&GUID=91A5A16C-00CF-4854-A8DF-64A410A23347,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=656995&GUID=91A5A16C-00CF-4854-A8DF-64A410A23347&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=656995&GUID=91A5A16C-00CF-4854-A8DF-64A410A23347,https://mtc.legistar.com/View.ashx?M=M&ID=656995&GUID=91A5A16C-00CF-4854-A8DF-64A410A23347,https://mtc.legistar.com/#
10,Administration Committee,1/9/2019,,9:35 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=656847&GUID=F4C85C38-1D86-44BD-8175-1B189BE45365,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=656847&GUID=F4C85C38-1D86-44BD-8175-1B189BE45365&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=656847&GUID=F4C85C38-1D86-44BD-8175-1B189BE45365,https://mtc.legistar.com/View.ashx?M=M&ID=656847&GUID=F4C85C38-1D86-44BD-8175-1B189BE45365,https://mtc.legistar.com/#
11,Bay Area Toll Authority Oversight Committee,1/9/2019,,9:30 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=656798&GUID=465D5F71-A802-4C16-9A49-A0D2197F27C6,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=656798&GUID=465D5F71-A802-4C16-9A49-A0D2197F27C6&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=656798&GUID=465D5F71-A802-4C16-9A49-A0D2197F27C6,https://mtc.legistar.com/View.ashx?M=M&ID=656798&GUID=465D5F71-A802-4C16-9A49-A0D2197F27C6,https://mtc.legistar.com/#
12,Regional Advisory Working Group,1/8/2019,,9:30 AM,Yerba Buena - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=654587&GUID=EE316052-E6BF-4991-96AE-8483626E09DB,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=654587&GUID=EE316052-E6BF-4991-96AE-8483626E09DB&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=654587&GUID=EE316052-E6BF-4991-96AE-8483626E09DB,https://mtc.legistar.com/View.ashx?M=M&ID=654587&GUID=EE316052-E6BF-4991-96AE-8483626E09DB,https://mtc.legistar.com/#
13,Metropolitan Transportation Commission,12/19/2018,,1:35 PM,Yerba Buena Conference Room – 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=652157&GUID=DDD1B44F-EBD0-4129-8BEB-0FBC09BDF5A1,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=652157&GUID=DDD1B44F-EBD0-4129-8BEB-0FBC09BDF5A1&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=652157&GUID=DDD1B44F-EBD0-4129-8BEB-0FBC09BDF5A1,https://mtc.legistar.com/View.ashx?M=M&ID=652157&GUID=DDD1B44F-EBD0-4129-8BEB-0FBC09BDF5A1,https://mtc.legistar.com/#
14,Bay Area Toll Authority,12/19/2018,,1:30 PM,Yerba Buena Conference Room – 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=652154&GUID=F873AAC5-E411-4FFA-8D33-BA5396019BBF,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=652154&GUID=F873AAC5-E411-4FFA-8D33-BA5396019BBF&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=652154&GUID=F873AAC5-E411-4FFA-8D33-BA5396019BBF,https://mtc.legistar.com/View.ashx?M=M&ID=652154&GUID=F873AAC5-E411-4FFA-8D33-BA5396019BBF,https://mtc.legistar.com/#
15,Executive Director Selection Committee,12/19/2018,,11:30 AM,Yerba Buena Conference Room,Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=656248&GUID=A1BECC83-4F67-48CB-8955-6A215EAE1485,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=656248&GUID=A1BECC83-4F67-48CB-8955-6A215EAE1485&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=656248&GUID=A1BECC83-4F67-48CB-8955-6A215EAE1485,,
16,Clipper Executive Board,12/17/2018,,1:30 PM,"San Francisco Bay Area Rapid Transit District
344 20th Street, 3rd Floor
Oakland, CA 94612
BART Board Room",Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=651955&GUID=397E9012-238E-48F4-860F-EA2700F678F4,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=651955&GUID=397E9012-238E-48F4-860F-EA2700F678F4&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=651955&GUID=397E9012-238E-48F4-860F-EA2700F678F4,https://mtc.legistar.com/View.ashx?M=M&ID=651955&GUID=397E9012-238E-48F4-860F-EA2700F678F4,https://mtc.legistar.com/#
17,Legislation Committee,12/14/2018,,10:10 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=649447&GUID=E6DC76F9-2F51-49F7-A519-304E00871E65,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=649447&GUID=E6DC76F9-2F51-49F7-A519-304E00871E65&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=649447&GUID=E6DC76F9-2F51-49F7-A519-304E00871E65,https://mtc.legistar.com/View.ashx?M=M&ID=649447&GUID=E6DC76F9-2F51-49F7-A519-304E00871E65,https://mtc.legistar.com/#
18,Operations Committee,12/14/2018,,10:05 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=649150&GUID=9442CC67-6091-44FF-9883-E5B614323B7A,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=649150&GUID=9442CC67-6091-44FF-9883-E5B614323B7A&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=649150&GUID=9442CC67-6091-44FF-9883-E5B614323B7A,https://mtc.legistar.com/View.ashx?M=M&ID=649150&GUID=9442CC67-6091-44FF-9883-E5B614323B7A,https://mtc.legistar.com/#
19,Joint MTC Planning Committee with the ABAG Administrative Committee,12/14/2018,,10:00 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=649134&GUID=BFD5FE77-857A-47C9-94E9-B50192E237D9,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=649134&GUID=BFD5FE77-857A-47C9-94E9-B50192E237D9&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=649134&GUID=BFD5FE77-857A-47C9-94E9-B50192E237D9,https://mtc.legistar.com/View.ashx?M=M&ID=649134&GUID=BFD5FE77-857A-47C9-94E9-B50192E237D9,https://mtc.legistar.com/#
20,ABAG Administrative Committee,12/14/2018,,10:00 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=653543&GUID=5021878D-CCF0-4D7A-9A18-36418F6F5E2A,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=653543&GUID=5021878D-CCF0-4D7A-9A18-36418F6F5E2A&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=653543&GUID=5021878D-CCF0-4D7A-9A18-36418F6F5E2A,https://mtc.legistar.com/View.ashx?M=M&ID=653543&GUID=5021878D-CCF0-4D7A-9A18-36418F6F5E2A,https://mtc.legistar.com/#
21,ABAG Ad Hoc Review Committee for MTC Executive Director Selection,12/12/2018,,2:00 PM,"Courtyard Marriott Downtown
299 2nd Street, SOMA 4
San Francisco, California",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=655075&GUID=AC8A560C-9B23-43AF-BE0F-C4DD5022C1C0,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=655075&GUID=AC8A560C-9B23-43AF-BE0F-C4DD5022C1C0&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=655075&GUID=AC8A560C-9B23-43AF-BE0F-C4DD5022C1C0,,
22,Policy Advisory Council,12/12/2018,,1:30 PM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=649076&GUID=1000D5E6-5E53-4C94-AAA5-04EC141C3552,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=649076&GUID=1000D5E6-5E53-4C94-AAA5-04EC141C3552&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=649076&GUID=1000D5E6-5E53-4C94-AAA5-04EC141C3552,https://mtc.legistar.com/View.ashx?M=M&ID=649076&GUID=1000D5E6-5E53-4C94-AAA5-04EC141C3552,https://mtc.legistar.com/#
23,CASA Steering Committee,12/12/2018,,12:00 PM,Yerba Buena - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=645865&GUID=65DE48DE-54E3-40AF-B761-0216F1315925,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=645865&GUID=65DE48DE-54E3-40AF-B761-0216F1315925&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=645865&GUID=65DE48DE-54E3-40AF-B761-0216F1315925,https://mtc.legistar.com/View.ashx?M=M&ID=645865&GUID=65DE48DE-54E3-40AF-B761-0216F1315925,https://mtc.legistar.com/#
24,Programming and Allocations Committee,12/12/2018,,9:40 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=648535&GUID=7AF18E88-9561-406B-96FE-10A146891BDD,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=648535&GUID=7AF18E88-9561-406B-96FE-10A146891BDD&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=648535&GUID=7AF18E88-9561-406B-96FE-10A146891BDD,https://mtc.legistar.com/View.ashx?M=M&ID=648535&GUID=7AF18E88-9561-406B-96FE-10A146891BDD,https://mtc.legistar.com/#
25,Administration Committee,12/12/2018,,9:35 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=648534&GUID=3FBD89AC-2D04-4F0E-8116-F9E2F26A8F1A,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=648534&GUID=3FBD89AC-2D04-4F0E-8116-F9E2F26A8F1A&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=648534&GUID=3FBD89AC-2D04-4F0E-8116-F9E2F26A8F1A,https://mtc.legistar.com/View.ashx?M=M&ID=648534&GUID=3FBD89AC-2D04-4F0E-8116-F9E2F26A8F1A,https://mtc.legistar.com/#
26,Bay Area Toll Authority Oversight Committee,12/12/2018,,9:30 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=648533&GUID=3691D2BE-7B14-4202-92D5-334E0790ADCF,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=648533&GUID=3691D2BE-7B14-4202-92D5-334E0790ADCF&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=648533&GUID=3691D2BE-7B14-4202-92D5-334E0790ADCF,https://mtc.legistar.com/View.ashx?M=M&ID=648533&GUID=3691D2BE-7B14-4202-92D5-334E0790ADCF,https://mtc.legistar.com/#
27,Regional Advisory Working Group,12/4/2018,,9:30 AM,Yerba Buena - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=641679&GUID=7BECD7A7-678A-4B12-B7B8-518F3E52F987,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=641679&GUID=7BECD7A7-678A-4B12-B7B8-518F3E52F987&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=641679&GUID=7BECD7A7-678A-4B12-B7B8-518F3E52F987,https://mtc.legistar.com/View.ashx?M=M&ID=641679&GUID=7BECD7A7-678A-4B12-B7B8-518F3E52F987,https://mtc.legistar.com/#
28,CASA Technical Committee,12/3/2018,,1:00 PM,Boardroom - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=652457&GUID=7729EBA1-8740-42CF-B998-342395E8A9CB,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=652457&GUID=7729EBA1-8740-42CF-B998-342395E8A9CB&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=652457&GUID=7729EBA1-8740-42CF-B998-342395E8A9CB,https://mtc.legistar.com/View.ashx?M=M&ID=652457&GUID=7729EBA1-8740-42CF-B998-342395E8A9CB,https://mtc.legistar.com/#
