,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Video Text,Audio Text,Transcript Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Video URL,Audio URL,Transcript URL
36,Land Use and Transportation Committee,9/9/2019,,1:30 PM,"City Hall, Legislative Chamber, Room 250Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=714312&GUID=1AF69DFC-5678-41C2-AE4A-A30A8D880EB6,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=714312&GUID=1AF69DFC-5678-41C2-AE4A-A30A8D880EB6&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=714312&GUID=1AF69DFC-5678-41C2-AE4A-A30A8D880EB6,https://sfgov.legistar.com/View.ashx?M=M&ID=714312&GUID=1AF69DFC-5678-41C2-AE4A-A30A8D880EB6,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
37,Rules Committee,9/9/2019,,10:00 AM,"City Hall, Committee Room 263Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=714131&GUID=6E28F511-BBAA-49F6-A8C4-19EA3E2CC2E1,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=714131&GUID=6E28F511-BBAA-49F6-A8C4-19EA3E2CC2E1&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=714131&GUID=6E28F511-BBAA-49F6-A8C4-19EA3E2CC2E1,https://sfgov.legistar.com/View.ashx?M=M&ID=714131&GUID=6E28F511-BBAA-49F6-A8C4-19EA3E2CC2E1,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
38,Government Audit and Oversight Committee,9/5/2019,,10:00 AM,"City Hall, Committee Room 263Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=718145&GUID=DE3F5F34-5121-4C8F-A3C3-4A61698BE16D,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=718145&GUID=DE3F5F34-5121-4C8F-A3C3-4A61698BE16D&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=718145&GUID=DE3F5F34-5121-4C8F-A3C3-4A61698BE16D,https://sfgov.legistar.com/View.ashx?M=M&ID=718145&GUID=DE3F5F34-5121-4C8F-A3C3-4A61698BE16D,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
39,Budget and Finance Committee,9/4/2019,,10:00 AM,"City Hall, Legislative Chamber, Room 250Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=716421&GUID=7794F7E1-5353-4265-8D8A-DD2D41AD989A,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=716421&GUID=7794F7E1-5353-4265-8D8A-DD2D41AD989A&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=716421&GUID=7794F7E1-5353-4265-8D8A-DD2D41AD989A,https://sfgov.legistar.com/View.ashx?M=M&ID=716421&GUID=7794F7E1-5353-4265-8D8A-DD2D41AD989A,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
40,Board of Supervisors,9/3/2019,,2:00 PM,"Legislative Chamber, Room 250
City Hall, 1 Dr. Carlton B. Goodlett Place
San Francisco, CA 94102-4689Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=718205&GUID=856CF2A6-6A8A-43FC-A3D9-1CD3C74821F0,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=718205&GUID=856CF2A6-6A8A-43FC-A3D9-1CD3C74821F0&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=718205&GUID=856CF2A6-6A8A-43FC-A3D9-1CD3C74821F0,https://sfgov.legistar.com/View.ashx?M=M&ID=718205&GUID=856CF2A6-6A8A-43FC-A3D9-1CD3C74821F0,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
41,Board of Supervisors,7/30/2019,,2:00 PM,"Legislative Chamber, Room 250
City Hall, 1 Dr. Carlton B. Goodlett Place
San Francisco, CA 94102-4689Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=713131&GUID=A06E7A9E-66BB-4AA0-8563-789931EE29B4,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=713131&GUID=A06E7A9E-66BB-4AA0-8563-789931EE29B4&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=713131&GUID=A06E7A9E-66BB-4AA0-8563-789931EE29B4,https://sfgov.legistar.com/View.ashx?M=M&ID=713131&GUID=A06E7A9E-66BB-4AA0-8563-789931EE29B4,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
42,Land Use and Transportation Committee,7/29/2019,,1:30 PM,"City Hall, Legislative Chamber, Room 250Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=712539&GUID=AB37208A-B482-4389-8B9D-67FBD757C316,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=712539&GUID=AB37208A-B482-4389-8B9D-67FBD757C316&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=712539&GUID=AB37208A-B482-4389-8B9D-67FBD757C316,https://sfgov.legistar.com/View.ashx?M=M&ID=712539&GUID=AB37208A-B482-4389-8B9D-67FBD757C316,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
43,Rules Committee,7/29/2019,,10:00 AM,"City Hall, Committee Room 263Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=712332&GUID=8551128F-DEC4-480A-B664-B4B48104C074,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=712332&GUID=8551128F-DEC4-480A-B664-B4B48104C074&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=712332&GUID=8551128F-DEC4-480A-B664-B4B48104C074,https://sfgov.legistar.com/View.ashx?M=M&ID=712332&GUID=8551128F-DEC4-480A-B664-B4B48104C074,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
44,Public Safety and Neighborhood Services Committee,7/25/2019,,10:00 AM,"City Hall, Committee Room 263Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=711849&GUID=D2DFAD93-BCC7-46BE-9E57-7A7EE94D1D5C,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=711849&GUID=D2DFAD93-BCC7-46BE-9E57-7A7EE94D1D5C&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=711849&GUID=D2DFAD93-BCC7-46BE-9E57-7A7EE94D1D5C,https://sfgov.legistar.com/View.ashx?M=M&ID=711849&GUID=D2DFAD93-BCC7-46BE-9E57-7A7EE94D1D5C,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
45,Budget and Finance Sub-Committee,7/24/2019,,10:00 AM,"City Hall, Legislative Chamber, Room 250Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=711732&GUID=244DE2E3-B9A1-4D86-8ADA-F147A7FC5579,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=711732&GUID=244DE2E3-B9A1-4D86-8ADA-F147A7FC5579&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=711732&GUID=244DE2E3-B9A1-4D86-8ADA-F147A7FC5579,https://sfgov.legistar.com/View.ashx?M=M&ID=711732&GUID=244DE2E3-B9A1-4D86-8ADA-F147A7FC5579,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
46,Board of Supervisors,7/23/2019,,2:00 PM,"Legislative Chamber, Room 250
City Hall, 1 Dr. Carlton B. Goodlett Place
San Francisco, CA 94102-4689Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=712087&GUID=CA4EE8FA-E6A6-4880-8EA8-C43E2B24ADE6,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=712087&GUID=CA4EE8FA-E6A6-4880-8EA8-C43E2B24ADE6&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=712087&GUID=CA4EE8FA-E6A6-4880-8EA8-C43E2B24ADE6,https://sfgov.legistar.com/View.ashx?M=M&ID=712087&GUID=CA4EE8FA-E6A6-4880-8EA8-C43E2B24ADE6,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
47,Land Use and Transportation Committee,7/22/2019,,1:30 PM,"City Hall, Legislative Chamber, Room 250Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=711524&GUID=E83C6821-B898-4BBA-89FC-993DABD9583A,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=711524&GUID=E83C6821-B898-4BBA-89FC-993DABD9583A&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=711524&GUID=E83C6821-B898-4BBA-89FC-993DABD9583A,https://sfgov.legistar.com/View.ashx?M=M&ID=711524&GUID=E83C6821-B898-4BBA-89FC-993DABD9583A,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
48,Rules Committee,7/22/2019,,10:00 AM,"City Hall, Committee Room 263Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=711965&GUID=97F401D0-C2DC-4C9F-BA03-4966608A9D28,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=711965&GUID=97F401D0-C2DC-4C9F-BA03-4966608A9D28&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=711965&GUID=97F401D0-C2DC-4C9F-BA03-4966608A9D28,https://sfgov.legistar.com/View.ashx?M=M&ID=711965&GUID=97F401D0-C2DC-4C9F-BA03-4966608A9D28,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
49,Government Audit and Oversight Committee,7/18/2019,,10:00 AM,"City Hall, Committee Room 263Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=711153&GUID=6DF5866D-49C6-4966-9AB0-5AC9886BA311,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=711153&GUID=6DF5866D-49C6-4966-9AB0-5AC9886BA311&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=711153&GUID=6DF5866D-49C6-4966-9AB0-5AC9886BA311,https://sfgov.legistar.com/View.ashx?M=M&ID=711153&GUID=6DF5866D-49C6-4966-9AB0-5AC9886BA311,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
50,Budget and Finance Sub-Committee,7/17/2019,,10:00 AM,"City Hall, Legislative Chamber, Room 250Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=710840&GUID=8A447AC8-0CAE-4F8E-9FCF-CFCCE1367A04,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=710840&GUID=8A447AC8-0CAE-4F8E-9FCF-CFCCE1367A04&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=710840&GUID=8A447AC8-0CAE-4F8E-9FCF-CFCCE1367A04,https://sfgov.legistar.com/View.ashx?M=M&ID=710840&GUID=8A447AC8-0CAE-4F8E-9FCF-CFCCE1367A04,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
51,Board of Supervisors,7/16/2019,,2:00 PM,"Legislative Chamber, Room 250
City Hall, 1 Dr. Carlton B. Goodlett Place
San Francisco, CA 94102-4689Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=711266&GUID=5282A0CB-235B-4D7A-893E-01688531CE59,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=711266&GUID=5282A0CB-235B-4D7A-893E-01688531CE59&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=711266&GUID=5282A0CB-235B-4D7A-893E-01688531CE59,https://sfgov.legistar.com/View.ashx?M=M&ID=711266&GUID=5282A0CB-235B-4D7A-893E-01688531CE59,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
52,Land Use and Transportation Committee,7/15/2019,,1:30 PM,"City Hall, Legislative Chamber, Room 250Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=710822&GUID=54D86AE7-3728-43E1-BE4D-3E46729C19BC,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=710822&GUID=54D86AE7-3728-43E1-BE4D-3E46729C19BC&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=710822&GUID=54D86AE7-3728-43E1-BE4D-3E46729C19BC,https://sfgov.legistar.com/View.ashx?M=M&ID=710822&GUID=54D86AE7-3728-43E1-BE4D-3E46729C19BC,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
53,Rules Committee,7/15/2019,,10:00 AM,"City Hall, Committee Room 263Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=708952&GUID=8C8343F9-8140-4631-B730-691CA4D65CD3,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=708952&GUID=8C8343F9-8140-4631-B730-691CA4D65CD3&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=708952&GUID=8C8343F9-8140-4631-B730-691CA4D65CD3,https://sfgov.legistar.com/View.ashx?M=M&ID=708952&GUID=8C8343F9-8140-4631-B730-691CA4D65CD3,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
54,Government Audit and Oversight Committee,7/11/2019,,3:00 PM,"City Hall, Committee Room 263Special Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=710299&GUID=7F2AB84A-CC64-48A9-A0F6-D3E25D777052,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=710299&GUID=7F2AB84A-CC64-48A9-A0F6-D3E25D777052&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=710299&GUID=7F2AB84A-CC64-48A9-A0F6-D3E25D777052,https://sfgov.legistar.com/View.ashx?M=M&ID=710299&GUID=7F2AB84A-CC64-48A9-A0F6-D3E25D777052,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
55,Rules Committee,7/11/2019,,10:00 AM,"City Hall, Legislative Chamber, Room 250Special Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=708951&GUID=C304FD53-93B5-4781-BFA2-AA44FC0F67F3,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=708951&GUID=C304FD53-93B5-4781-BFA2-AA44FC0F67F3&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=708951&GUID=C304FD53-93B5-4781-BFA2-AA44FC0F67F3,https://sfgov.legistar.com/View.ashx?M=M&ID=708951&GUID=C304FD53-93B5-4781-BFA2-AA44FC0F67F3,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
56,Public Safety and Neighborhood Services Committee,7/11/2019,,10:00 AM,"City Hall, Committee Room 263Regular Meeting",Meeting details,Agenda,Minutes,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=709953&GUID=93D99461-B22F-4E42-B50B-9ECEBBA8439B,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=709953&GUID=93D99461-B22F-4E42-B50B-9ECEBBA8439B&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=709953&GUID=93D99461-B22F-4E42-B50B-9ECEBBA8439B,https://sfgov.legistar.com/View.ashx?M=M&ID=709953&GUID=93D99461-B22F-4E42-B50B-9ECEBBA8439B,,,
57,Budget and Finance Sub-Committee,7/10/2019,,10:00 AM,"City Hall, Legislative Chamber, Room 250Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=709832&GUID=C7BBE0CC-FC91-4F74-9D64-3DB0A144ED82,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=709832&GUID=C7BBE0CC-FC91-4F74-9D64-3DB0A144ED82&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=709832&GUID=C7BBE0CC-FC91-4F74-9D64-3DB0A144ED82,https://sfgov.legistar.com/View.ashx?M=M&ID=709832&GUID=C7BBE0CC-FC91-4F74-9D64-3DB0A144ED82,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
58,Board of Supervisors,7/9/2019,,2:00 PM,"Legislative Chamber, Room 250
City Hall, 1 Dr. Carlton B. Goodlett Place
San Francisco, CA 94102-4689Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=710121&GUID=9862BB64-B906-4CA7-8750-A35A0BA24087,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=710121&GUID=9862BB64-B906-4CA7-8750-A35A0BA24087&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=710121&GUID=9862BB64-B906-4CA7-8750-A35A0BA24087,https://sfgov.legistar.com/View.ashx?M=M&ID=710121&GUID=9862BB64-B906-4CA7-8750-A35A0BA24087,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
59,Land Use and Transportation Committee,7/8/2019,,1:30 PM,"City Hall, Legislative Chamber, Room 250Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=709906&GUID=15F6F4EA-0794-458C-B004-D93BA90E9AEE,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=709906&GUID=15F6F4EA-0794-458C-B004-D93BA90E9AEE&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=709906&GUID=15F6F4EA-0794-458C-B004-D93BA90E9AEE,https://sfgov.legistar.com/View.ashx?M=M&ID=709906&GUID=15F6F4EA-0794-458C-B004-D93BA90E9AEE,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
60,Rules Committee,7/8/2019,,10:00 AM,"City Hall, Committee Room 263Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=708949&GUID=B0E4FF81-4624-4B64-9EC0-59E54A65881F,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=708949&GUID=B0E4FF81-4624-4B64-9EC0-59E54A65881F&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=708949&GUID=B0E4FF81-4624-4B64-9EC0-59E54A65881F,https://sfgov.legistar.com/View.ashx?M=M&ID=708949&GUID=B0E4FF81-4624-4B64-9EC0-59E54A65881F,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
61,Public Safety and Neighborhood Services Committee,6/28/2019,,10:30 AM,"City Hall, Committee Room 263Special Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=707686&GUID=939C80A0-38DE-490C-8B3F-491B3A43D794,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=707686&GUID=939C80A0-38DE-490C-8B3F-491B3A43D794&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=707686&GUID=939C80A0-38DE-490C-8B3F-491B3A43D794,https://sfgov.legistar.com/View.ashx?M=M&ID=707686&GUID=939C80A0-38DE-490C-8B3F-491B3A43D794,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
62,"Joint City, School District, and City College Select Committee",6/28/2019,,9:00 AM,"City Hall, Legislative Chamber, Room 250Special Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=695544&GUID=F0558016-0858-4737-91A0-46435B85AD49,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=695544&GUID=F0558016-0858-4737-91A0-46435B85AD49&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=695544&GUID=F0558016-0858-4737-91A0-46435B85AD49,https://sfgov.legistar.com/View.ashx?M=M&ID=695544&GUID=F0558016-0858-4737-91A0-46435B85AD49,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
63,Budget and Finance Committee,6/26/2019,,10:00 AM,"City Hall, Legislative Chamber, Room 250Rescheduled Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=707360&GUID=BA699ADB-C54D-41E3-AD79-3E63FE5F4221,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=707360&GUID=BA699ADB-C54D-41E3-AD79-3E63FE5F4221&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=707360&GUID=BA699ADB-C54D-41E3-AD79-3E63FE5F4221,https://sfgov.legistar.com/View.ashx?M=M&ID=707360&GUID=BA699ADB-C54D-41E3-AD79-3E63FE5F4221,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
64,Board of Supervisors,6/25/2019,,2:00 PM,"Legislative Chamber, Room 250
City Hall, 1 Dr. Carlton B. Goodlett Place
San Francisco, CA 94102-4689Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=708381&GUID=3C55B53C-1CA9-4FF6-AF64-E7D309ECAD57,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=708381&GUID=3C55B53C-1CA9-4FF6-AF64-E7D309ECAD57&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=708381&GUID=3C55B53C-1CA9-4FF6-AF64-E7D309ECAD57,https://sfgov.legistar.com/View.ashx?M=M&ID=708381&GUID=3C55B53C-1CA9-4FF6-AF64-E7D309ECAD57,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
65,Land Use and Transportation Committee,6/24/2019,,1:30 PM,"City Hall, Committee Room 263Regular Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=707250&GUID=ABE22C71-3331-4B8F-A577-5A6F3B072380,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=707250&GUID=ABE22C71-3331-4B8F-A577-5A6F3B072380&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=707250&GUID=ABE22C71-3331-4B8F-A577-5A6F3B072380,https://sfgov.legistar.com/View.ashx?M=M&ID=707250&GUID=ABE22C71-3331-4B8F-A577-5A6F3B072380,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
66,Budget and Finance Committee,6/24/2019,,11:30 AM,"City Hall, Legislative Chamber, Room 250Special Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=707298&GUID=62258E3A-9093-48BA-A178-61DEF345E755,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=707298&GUID=62258E3A-9093-48BA-A178-61DEF345E755&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=707298&GUID=62258E3A-9093-48BA-A178-61DEF345E755,https://sfgov.legistar.com/View.ashx?M=M&ID=707298&GUID=62258E3A-9093-48BA-A178-61DEF345E755,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
67,Budget and Finance Committee,6/21/2019,,10:00 AM,"City Hall, Legislative Chamber, Room 250Special Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=706266&GUID=F3745940-DFB7-4A60-BD73-172217BF9AF1,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=706266&GUID=F3745940-DFB7-4A60-BD73-172217BF9AF1&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=706266&GUID=F3745940-DFB7-4A60-BD73-172217BF9AF1,https://sfgov.legistar.com/View.ashx?M=M&ID=706266&GUID=F3745940-DFB7-4A60-BD73-172217BF9AF1,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
68,Budget and Finance Committee,6/20/2019,,10:00 AM,"City Hall, Legislative Chamber, Room 250Special Meeting",Meeting details,Agenda,Minutes,Video,AudioDownload,Transcript,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=706185&GUID=049E1DBB-878B-424F-BECE-135CF68D230A,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=706185&GUID=049E1DBB-878B-424F-BECE-135CF68D230A&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=706185&GUID=049E1DBB-878B-424F-BECE-135CF68D230A,https://sfgov.legistar.com/View.ashx?M=M&ID=706185&GUID=049E1DBB-878B-424F-BECE-135CF68D230A,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#,https://sfgov.legistar.com/#
